"Securities Movement Details (Common);;;;;;;;;;Financial Instrument Details (Common);;;;;;;;;;;;;;;;;;;;;;;;;;;Investment Account Details (Common);;;Cash Account Details (Common);;;;;;Costs Details (Common);Trade Details (Securities Lending);;;;;;;;Trade Details (Securities Delivery);;;;;;;;;;;;Trade Details (Custody Management);;;;;;;;;;;Settlement Details (Custody Management);;;;;Corporate Action;;;;;;;;;;;;;;;;;;;"
"Client ID;Client Name;Transaction Reference;Balance Quantity;Balance Date;Transaction Name;Transaction Quantity;Accounting Date;Value Date;Statement Number;KBL Code identifying Security used;ISIN Code;Telekurs Code;Sedol Code;Description of Security;Type of Financial Instrument;Complementary Type;Expression Type;Currency Code;VNI Frequency;Place of Listing;Calculation Basis;Contract size;Strike Price;Currency Strike Price;Maturity Date;Interest Type;Interest Rate in percentage;Coupon Periodicity;Coupon Maturity;Issue Date;Issue Nominal Amount;Issue Nominal Amount Currency;Indicator Issue Emission;Indicateur Equalization Factor;Rating S&P;Economic Sector;KBL Account Number;Account Name;Client Name;IBAN;KBL Account Number;Client Name;Account Title;Account Type;Account Currency;List Costs Details;Operation Type;Reference Price;Reference Price Unit;Quantity;Starting Date;Status;Fee Rate;Fee Amount if paid;KB Operation ID;Client Operation Reference;Trade Status;Trade Date;Swift Notification Date;Place of Trade;Settlement Date;Effective Settlement Date;Operation Direction;Quantity;Amount;Amount Currency;Instruction Type;Instruction External Reference;Operation External Reference;Reception Date;Instruction Origin;Value Date;Settlement Date;Effective Settlement Date;Source Securities Account;Target Securities Account;Securities Quantity;Settlement Operation Status;Counterparty Type;Counterparty;Securities Account Identifier;Processing Reference;CA Reference;Swift Official Reference;Status Code;Corporate Action Type Code;Corporate Action Type Description;Corporate Action Participation;Execution Date;Gross Amount;Gross Amount Currency;Net Amount;Net Amount Currency;Value Date;Securities Quantity;Rate;Gross Amount Exchange Rate;Customer Net Amount;Customer Net Amount Currency;ISIN before CA;Rate New to Old;Corporate Action List Costs Details"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51Y42EY8;0,00;2025-03-14;SELL -5.250,00 FR0000130452 EIFFAGE;-5.250,00;2025-03-12;2025-03-14;;0000760580;FR0000130452;76058;;EIFFAGE;EQUITIES;BEARER SHARE;PCS;EUR;;XPAR;;;EUR;;;;A;;;4,00;EUR;;N;;Industrials / Construction & Engineering;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51Y41718;0,00;2025-03-14;SELL -14.812,00 DE000DTR0CK8 DAIMLER TRUCK HOLDING AG;-14.812,00;2025-03-12;2025-03-14;;1152161500;DE000DTR0CK8;115216150;;DAIMLER TRUCK HOLDING AG;EQUITIES;REGISTERED SHARE;PCS;EUR;;XETR;;;EUR;;;;A;;;0,00;EUR;;N;;Industrials / Construction & Farm Machinery & Heavy Trucks;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51X2ZAN9;0,00;2025-03-14;SELL -450.000,00 GB00BH4HKS39 VODAFONE GROUP;-450.000,00;2025-03-12;2025-03-14;;0231677220;GB00BH4HKS39;23167722;;VODAFONE GROUP;EQUITIES;REGISTERED SHARE;PCS;USD;;XLON;;;USD;;;;S;;;0,209524;USD;;N;;Telecommunication Services / Wireless Telecommunication Services;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51X2Z539;2.250,00;2025-03-14;PURCHASE 765,00 CH0012549785 SONOVA HOLDING (NOM);765,00;2025-03-12;2025-03-14;;0012549780;CH0012549785;1254978;;SONOVA HOLDING (NOM);EQUITIES;REGISTERED SHARE;PCS;CHF;;XSWX;;;CHF;;;;A;;;0,05;CHF;;N;;Health Care / Health Care Equipment;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51Y40PF8;122.700,00;2025-03-14;PURCHASE 37.000,00 IT0003128367 ENEL (ORD);37.000,00;2025-03-12;2025-03-14;;0012506330;IT0003128367;1250633;;ENEL (ORD);EQUITIES;BEARER SHARE;PCS;EUR;;MTAA;;;EUR;;;;A;;;1,00;EUR;;N;;Utilities / Electric Utilities;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51X2ZES9;0,00;2025-03-14;SELL -5.100,00 FR0000125486 VINCI;-5.100,00;2025-03-12;2025-03-14;;0005086700;FR0000125486;508670;;VINCI;EQUITIES;BEARER SHARE;PCS;EUR;;XPAR;;;EUR;;;;S;;;2,50;EUR;;N;;Industrials / Construction & Engineering;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51X2Z3N9;7.565,00;2025-03-14;PURCHASE 2.865,00 CH0025751329 LOGITECH INTL (NOM);2.865,00;2025-03-12;2025-03-14;;0025751320;CH0025751329;2575132;;LOGITECH INTL (NOM);EQUITIES;REGISTERED SHARE;PCS;CHF;;XSWX;;;CHF;;;;A;;;0,25;CHF;;N;;Information Technology / Technology Hardware, Storage & Peripherals;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51Y40RM8;0,00;2025-03-14;SELL -6.800,00 CH0038863350 NESTLE (NOM);-6.800,00;2025-03-12;2025-03-14;;0038863350;CH0038863350;3886335;;NESTLE (NOM);EQUITIES;REGISTERED SHARE;PCS;CHF;;XSWX;;;CHF;;;;A;;;0,10;CHF;;N;;Consumer Staples / Packaged Foods & Meats;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51X2Z6U9;1.350,00;2025-03-14;PURCHASE 680,00 NL0010273215 ASML HOLDING;680,00;2025-03-12;2025-03-14;;0195310910;NL0010273215;19531091;;ASML HOLDING;EQUITIES;BEARER SHARE;PCS;EUR;;XAMS;;;EUR;;;;T;;;0,09;EUR;;N;;Information Technology / Semiconductor Equipment;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
"K0124100;DHARMARESEARCH-DR EQUITY FUND;BK51Y411E8;14.850,00;2025-03-14;PURCHASE 4.850,00 CH0244767585 UBS GROUP (NOM);4.850,00;2025-03-12;2025-03-14;;0244767580;CH0244767585;24476758;;UBS GROUP (NOM);EQUITIES;REGISTERED SHARE;PCS;CHF;;XSWX;;;CHF;;;;A;;;0,10;CHF;;N;;Financials / Diversified Capital Markets;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;K0124100;LU047050K01241000000;K0124100;DHARMARESEARCH-DR EQUITY FUND;DHARMARESEARCH-DR EQUITY FUND;;;"
